Company	Company Type	Provider/Cert. ID	Website	Phone Number	more_info
Tony Cranwell	Assessor	QUIA00015	www.links2lincs.co.uk	07917 602200	/index.php?option=com_content&view=article&id=132&assessor_id=9155
Green Deal Advice Midlands Limited	Assessor	STRA10076	www.GDAM.co	0845 49 049 49	/index.php?option=com_content&view=article&id=132&assessor_id=9367
Eulinx Energy Services	Assessor	NICA00103	www.eulinxenergyservices.co.uk	01538 788083	/index.php?option=com_content&view=article&id=132&assessor_id=9092
Ramstein Gold Ltd	Assessor	STRA10310	www.ramsteingold.com	0800193 4090	/index.php?option=com_content&view=article&id=132&assessor_id=9033
Evolve Partnership Limited	Assessor	BSIA05514	www.evolvepartnership.co.uk	02392 200598	/index.php?option=com_content&view=article&id=132&assessor_id=9412
RBA Management Services	Assessor	QUIA00029	www.buildingsassessments.co.uk	01254 604682	/index.php?option=com_content&view=article&id=132&assessor_id=9153
Energy Alliance	Assessor	STRA10317	www.energy-alliance.co.uk	0161 654 3640	/index.php?option=com_content&view=article&id=132&assessor_id=8956
Man Green Solutions Ltd	Assessor	QUIA00034	www.mangreensolutions.com	01264 748076	/index.php?option=com_content&view=article&id=132&assessor_id=9148
Tameside Energy Services Ltd	Assessor	NICA00114	www.tamesideenergyservices.co.uk	0800 093 0998	/index.php?option=com_content&view=article&id=132&assessor_id=8963
Ayrshire energy Reports	Assessor	STRA10304	www.ayrshireeenergyreports.co.uk	01655 882561	/index.php?option=com_content&view=article&id=132&assessor_id=9047
B E Insulated	Assessor	EESA12079	www.beinsulated.co.uk	01489 864237	/index.php?option=com_content&view=article&id=132&assessor_id=9192
EA Renewables limited	Assessor	STRA10322	www.solarpanelcost.co.uk	01493 600936	/index.php?option=com_content&view=article&id=132&assessor_id=8947
Energy Efficiency Services Nationwide Ltd (EE Surveys)	Assessor	ECMA30048	www.eesurveys.org.uk	07813 577002	/index.php?option=com_content&view=article&id=132&assessor_id=8919
Groundwork Oldham & Rochdale T/A Groundwork in Bolton, Bury, Oldham & Rochdale	Assessor	STRA10311	www.groundwork.org.uk/sites/bbor	0161 624 1444	/index.php?option=com_content&view=article&id=132&assessor_id=9023
Mark Group Limited	Assessor	EESA12003	www.markgroup.co.uk	0116 2366523	/index.php?option=com_content&view=article&id=132&assessor_id=9234
Portsmouth City Council	Assessor	ECMA30006	www.solentgreendeal.org.uk	02392 834 537	/index.php?option=com_content&view=article&id=132&assessor_id=9048
AAA Green Solutions Ltd	Assessor	STRA10129	www.aaagreensolutions.co.uk	02392 833711	/index.php?option=com_content&view=article&id=132&assessor_id=9344
Local Energy Ltd	Assessor	EESA12088	www.localenergy.org.uk	0207 5542800	/index.php?option=com_content&view=article&id=132&assessor_id=9183
Llewellyn Smith Ltd	Assessor	STRA10063	www.llewellynsmith.co.uk	01284 763731	/index.php?option=com_content&view=article&id=132&assessor_id=9373
Northfield Ecocentre	Assessor	ECMA00012	www.northfieldecocentre.org	0121 448 0119	/index.php?option=com_content&view=article&id=132&assessor_id=9238
Green Deal Report Limited T/A Domestic & Commercial Heating	Assessor	STRA10260	www.domcomheating.co.uk	01494 416405	/index.php?option=com_content&view=article&id=132&assessor_id=9128
HELMS	Assessor	ECMA30004	thegreendealpig.com	0303 1231113	/index.php?option=com_content&view=article&id=132&assessor_id=9057
Nationwide EPC	Assessor	QUIA00056	www.nationwideepc.com	02033 272173	/index.php?option=com_content&view=article&id=132&assessor_id=8993
EDF Energy Customers PLC	Assessor	BSIA06219	www.edfenergy.com	0800 085 9955	/index.php?option=com_content&view=article&id=132&assessor_id=9411
G8 Eco Systems Limited	Assessor	STRA10120	www.g8eco.co.uk	0800 520 2122	/index.php?option=com_content&view=article&id=132&assessor_id=9350
Greendeal Assessors Kent Ltd	Assessor	STRA10162	www.greendealassessorskent.co.uk	01233 628743	/index.php?option=com_content&view=article&id=132&assessor_id=9322
Woodend Safety & Sustainability	Assessor	EESA12008	www.woodendsafety.co.uk	01505 342021	/index.php?option=com_content&view=article&id=132&assessor_id=9233
Act On Carbon	Assessor	STRA10241	www.actoncarbon.co.uk	01246 573483	/index.php?option=com_content&view=article&id=132&assessor_id=9262
Linked In Training	Assessor	EESA12082		08081 330134	/index.php?option=com_content&view=article&id=132&assessor_id=9189
Simple Energy Scotland Limited	Assessor	EESA12072	www.se-scotland.co.uk	0800 0337238	/index.php?option=com_content&view=article&id=132&assessor_id=9428
Taskforce Contracts Ltd	Assessor	QUIA00040	www.matrixdirectsales.com	01202 383 461	/index.php?option=com_content&view=article&id=132&assessor_id=8979
East Riding of Yorkshire Council	Assessor	STRA10156			/index.php?option=com_content&view=article&id=132&assessor_id=9328
Dyson Energy Services Ltd	Assessor	EESA12014	www.dysonenergyservices.co.uk	01484 406060	/index.php?option=com_content&view=article&id=132&assessor_id=9228
Energy Max UK	Assessor	BSIA02323		01246 451 311	/index.php?option=com_content&view=article&id=132&assessor_id=8954
Green Deal Nationwide	Assessor	QUIA00026	www.greendeal-nationwide.co.uk	01695 559767	/index.php?option=com_content&view=article&id=132&assessor_id=9005
Greens Surveyors Ltd	Assessor	ECMA30032	www.greenssurveyors.co.uk	01274 455339	/index.php?option=com_content&view=article&id=132&assessor_id=8939
Superseal Limited	Assessor	STRA10231	www.supersealltd.co.uk	0800 587 7325	/index.php?option=com_content&view=article&id=132&assessor_id=9270
Insulation Techniques & Services Ltd	Assessor	NICA00125		01384 422022	/index.php?option=com_content&view=article&id=132&assessor_id=9158
First Call Trade Services Ltd	Assessor	NICA00104	www.firstcallhomeassist.co.uk	0844 556 9650	/index.php?option=com_content&view=article&id=132&assessor_id=9167
Green Leaf Efficiencies Ltd	Assessor	QUIA00019	www.glecuk.com	01482 534234	/index.php?option=com_content&view=article&id=132&assessor_id=9011
Quodox Energy Ltd	Assessor	QUIA00032	www.quodox.co.uk	0208 9085141	/index.php?option=com_content&view=article&id=132&assessor_id=9146
Interglow Contracts	Assessor	STRA10195	www.interglow.co.uk	01763 208563	/index.php?option=com_content&view=article&id=132&assessor_id=9299
Enhance Energy Solutions Ltd	Assessor	ECMA30007	www.enhanceenergy.co.uk	02920 492 479	/index.php?option=com_content&view=article&id=132&assessor_id=9045
Energy Saving Solutions Inc Ltd	Assessor	STRA10220		078815 22797	/index.php?option=com_content&view=article&id=132&assessor_id=9280
West London Energy Assessors	Assessor	EESA12128	www.westlondonenergyassessors.co.uk	020 8755 3775	/index.php?option=com_content&view=article&id=132&assessor_id=9445
Apex Green Ltd	Assessor	EESA12120	www.apexgreen.co.uk	0208 500 3236	/index.php?option=com_content&view=article&id=132&assessor_id=9034
Work Work Ltd	Assessor	EESA12007	www.workworkltd.com	0208 9027392	/index.php?option=com_content&view=article&id=132&assessor_id=9074
Egnida Limited	Assessor	EESA12130	www.egnida.co.uk	01633 535450	/index.php?option=com_content&view=article&id=132&assessor_id=9506
KW Consultancy Limited	Assessor	STRA10230	www.kilowattconsultancy.co.uk	0800 066 5660	/index.php?option=com_content&view=article&id=132&assessor_id=9271
Survey Marketplace Ltd	Assessor	STRA10301	www.surveymarketplace.co.uk	07717 236205	/index.php?option=com_content&view=article&id=132&assessor_id=9054
Green Insulations & Energy Solutions Ltd	Assessor	NAPA22268	www.gies.org.uk	02476 581125	/index.php?option=com_content&view=article&id=132&assessor_id=9171
Synergy EPC	Assessor	QUIA00027	www.synergyepc.co.uk	0116 2601643	/index.php?option=com_content&view=article&id=132&assessor_id=9004
Ecomorph Ltd	Assessor	STRA10048	www.ecomorph.org	01491 836425	/index.php?option=com_content&view=article&id=132&assessor_id=9380
Capital Energy Solutions	Assessor	STRA10248	www.capitalenergysolutions.co.uk	01932 570 030	/index.php?option=com_content&view=article&id=132&assessor_id=9255
Green Deal  Consult Ltd/TA Easy EPC	Assessor	EESA12031	www.easyepc.org	01273 499141	/index.php?option=com_content&view=article&id=132&assessor_id=9221
Shetland Island Council	Assessor	EESA12129	www.shetland.gov.uk	01595 744 819	/index.php?option=com_content&view=article&id=132&assessor_id=9449
Green Deal Advisor Association	Assessor	EESA12106	www.GDAA.org.uk	01778 394188	/index.php?option=com_content&view=article&id=132&assessor_id=9425
CV Energy Limited	Assessor	EESA12098	www.cvenergy.co.uk	01926 857894	/index.php?option=com_content&view=article&id=132&assessor_id=9016
Phoenix Gas Services Limited	Assessor	EESA12094	www.phoenixgasservices.co.uk	01782 564448	/index.php?option=com_content&view=article&id=132&assessor_id=9179
Coast2Coast Energy Ltd	Assessor	STRA10178	www.c2cenergy.co.uk	01639 330 500	/index.php?option=com_content&view=article&id=132&assessor_id=9313
Energize Investments Ltd	Assessor	NICA00112		01332 856355	/index.php?option=com_content&view=article&id=132&assessor_id=8965
Green Energy Living	Assessor	STRA10257	www.greenenergyliving.org.uk	01612 478260	/index.php?option=com_content&view=article&id=132&assessor_id=9134
Your GDAO Ltd	Assessor	QUIA00066	www.yourgdao.com	01482 255110	/index.php?option=com_content&view=article&id=132&assessor_id=9073
Sasie Ltd	Assessor	BREA00017	www.sasie.co.uk	1158842499	/index.php?option=com_content&view=article&id=132&assessor_id=9245
Bright Green Assessments	Assessor	QUIA00011	www.brightgreenassessments.co.uk	0141 9520214	/index.php?option=com_content&view=article&id=132&assessor_id=9056
NEEB Green Deal	Assessor	STRA10274	www.neebgreendeal.co.uk	0191 521 4007	/index.php?option=com_content&view=article&id=132&assessor_id=9104
BCA Insulation Ltd	Assessor	EESA12135		01501 825 682	/index.php?option=com_content&view=article&id=132&assessor_id=9507
Sota Energy Limited	Assessor	QUIA00006	www.sota-energy.co.uk	07882 937498	/index.php?option=com_content&view=article&id=132&assessor_id=9014
Enhance Energy Solutions LTD	Assessor	STRA10184	www.enhanceenergy.co.uk	01792 650001	/index.php?option=com_content&view=article&id=132&assessor_id=9309
Green Deal Eco	Assessor	STRA10244	www.greendealeco.org	0131 4408258	/index.php?option=com_content&view=article&id=132&assessor_id=9259
Energy Solutions Eco Green	Assessor	NICA00123	www.esegltd.com	0141 258 4600	/index.php?option=com_content&view=article&id=132&assessor_id=9160
Anesco Limited	Assessor	EESA12099	www.anesco.co.uk	01189 702595	/index.php?option=com_content&view=article&id=132&assessor_id=9122
Heat and Power Solutions Ltd	Assessor	STRA10018	www.heatandpowersolutions.com	0333 722 0091	/index.php?option=com_content&view=article&id=132&assessor_id=9395
Aura Gas Ltd T/A Aura Energy	Assessor	STRA10183	www.aura-energy.co.uk	02392 252171	/index.php?option=com_content&view=article&id=132&assessor_id=9310
Energy Solution Direct UK Limited	Assessor	EESA12066	www.esduk.org	0303 6665462	/index.php?option=com_content&view=article&id=132&assessor_id=9200
Green Deal Ayrshire Ltd	Assessor	ECMA00007	www.greendealayrshire.net	0800206 1869	/index.php?option=com_content&view=article&id=132&assessor_id=9239
Greens Surveyors Ltd	Assessor	STRA10115	www.ecodealsolutions.co.uk	01274 420066	/index.php?option=com_content&view=article&id=132&assessor_id=9353
H & M Collier LLP T/A Claywood Energy	Assessor	STRA10161	www.claywoodenergy.co.uk	01435 882628	/index.php?option=com_content&view=article&id=132&assessor_id=9323
The Big Green Energy Company Ltd	Assessor	STRA10306	www.greendealpoints.com	0161 7243500	/index.php?option=com_content&view=article&id=132&assessor_id=9040
Property and Training Solutions Ltd	Assessor	STRA10084	www.greendealcentral.com	0845 601 1361	/index.php?option=com_content&view=article&id=132&assessor_id=9365
Talk Green Ltd	Assessor	ECMA30044	www.talkgreen.co.uk	7985135572	/index.php?option=com_content&view=article&id=132&assessor_id=8923
Inteb	Assessor	ECMA00027	www.inteb.co.uk	01995 642 271	/index.php?option=com_content&view=article&id=132&assessor_id=9032
Eco-Tek Scotland Ltd	Assessor	ECMA30052		1412808089	/index.php?option=com_content&view=article&id=132&assessor_id=8914
Elite Home and Commercial Ltd	Assessor	STRA10174	www.ehcgroup.co.uk	01925 393 810	/index.php?option=com_content&view=article&id=132&assessor_id=9317
Green Deal Organisation T/A Regents & Hyde (uk) Ltd	Assessor	STRA10247	greendealorg.com	07833 084966	/index.php?option=com_content&view=article&id=132&assessor_id=9256
Energy Max UK Ltd T/A CarbonLow Certification	Assessor	STRA10022	www.CarbonLow.co.uk	01246 451311	/index.php?option=com_content&view=article&id=132&assessor_id=9393
Cobra Works T/A Andrews Energy Inspections	Assessor	STRA10269		07766 546370	/index.php?option=com_content&view=article&id=132&assessor_id=9110
Devine Energy Ltd	Assessor	EESA12086	www.devineenergy.co.uk	0131 660 2299	/index.php?option=com_content&view=article&id=132&assessor_id=9185
One Stop Energy	Assessor	QUIA00022	www.onestopenergy.co.uk	07790 595540	/index.php?option=com_content&view=article&id=132&assessor_id=9145
Green Deal First Ltd	Assessor	STRA10237		1914871652	/index.php?option=com_content&view=article&id=132&assessor_id=9265
EMH Housing & Regeneration Ltd, T/A EMH Homes	Assessor	EESA12133	www.emhgreenteam.org.uk	0844 8929000	/index.php?option=com_content&view=article&id=132&assessor_id=9465
Severn Wye Energy Agency Ltd	Assessor	EESA12050	www.severnwye.org.uk/	0800 5003076	/index.php?option=com_content&view=article&id=132&assessor_id=9211
Green Deal Centre	Assessor	STRA10308	www.green-deal-centre.co.uk	0121 702 1638	/index.php?option=com_content&view=article&id=132&assessor_id=9036
Shetland Islands Council	Assessor	STRA10171	www.shetland.gov.uk	01595 744100	/index.php?option=com_content&view=article&id=132&assessor_id=9319
Rainbow Eco Solutions	Assessor	STRA10266	www.rainbowecosolutions.co.uk	0746 254 4224	/index.php?option=com_content&view=article&id=132&assessor_id=9116
Apple Energy Carbon Services Ltd	Assessor	STRA10315	appleenergycarbonservices.com	0191 2293436	/index.php?option=com_content&view=article&id=132&assessor_id=8972
Independent EPC Services (Highland)	Assessor	ECMA00022	www.independentepcservices.co.uk	01667493 819	/index.php?option=com_content&view=article&id=132&assessor_id=9237
Tempo Insulation Services Ltd	Assessor	STRA10218	www.tempoinsulation.co.uk	0333 222 5662	/index.php?option=com_content&view=article&id=132&assessor_id=9282
JM Page Ltd	Assessor	ECMA00023	www.jmpage.co.uk	01908 222 227	/index.php?option=com_content&view=article&id=132&assessor_id=9046
RCG Energy Ltd	Assessor	STRA10055	www.rcgenergy.co.uk	07977 217511	/index.php?option=com_content&view=article&id=132&assessor_id=9377
Gully Howard Technical	Assessor	BSIA15025	www.ghtechnical.com	02392 278040	/index.php?option=com_content&view=article&id=132&assessor_id=9407
Artizan Heating Limited	Assessor	NICA00127		01344 356900	/index.php?option=com_content&view=article&id=132&assessor_id=9071
Vibrant Energy Matters	Assessor	ECMA30001	www.vibrantenergymatters.co.uk	8450945192	/index.php?option=com_content&view=article&id=132&assessor_id=9062
letsgogreendeal.com	Assessor	QUIA00045	www.letsgogreendeal.com	0800 025 7223	/index.php?option=com_content&view=article&id=132&assessor_id=8999
Greendeal Helpline	Assessor	QUIA00053	www.green-deal-helpline.co.uk	01162 812334	/index.php?option=com_content&view=article&id=132&assessor_id=8995
Gas-elec Group	Assessor	STRA10258	www.gas-elec.co.uk	01895 420777	/index.php?option=com_content&view=article&id=132&assessor_id=9133
Evolve Partnership Limited	Assessor	EESA12131	www.evolvepartnership.co.uk	02392 200598	/index.php?option=com_content&view=article&id=132&assessor_id=8913
EPC Grampian Ltd	Assessor	EESA12067	www.epcgrampian.com	01340 821044	/index.php?option=com_content&view=article&id=132&assessor_id=9199
Direct Savings (Scotland) Limited	Assessor	EESA12073	www.directsavings.org.uk	01506 444 161	/index.php?option=com_content&view=article&id=132&assessor_id=9196
Your Green Deal Ltd	Assessor	NICA00124		07803 577894	/index.php?option=com_content&view=article&id=132&assessor_id=9159
City Energy South Wales	Assessor	STRA10224	www.cityenergy.org.uk	02920 499 183	/index.php?option=com_content&view=article&id=132&assessor_id=9276
Rock and Rose	Assessor	QUIA00052	www.greendealadvisorlincoln.co.uk	01522 750 650	/index.php?option=com_content&view=article&id=132&assessor_id=8975
Coast2Coast Energy Ltd	Assessor	ECMA30036	www.coast2coastgroup.org	1639330500	/index.php?option=com_content&view=article&id=132&assessor_id=8936
Optimum Technical Services Ltd	Assessor	EESA12049	www.optimumtechservices.com	0141 4111222	/index.php?option=com_content&view=article&id=132&assessor_id=9212
Amethorpe Property Services Ltd	Assessor	EESA12081	www.amethorpe.co.uk	01427 619534	/index.php?option=com_content&view=article&id=132&assessor_id=9190
InBuild Solutions Ltd	Assessor	STRA10127	www.inbuild.co.uk	0844 8887010	/index.php?option=com_content&view=article&id=132&assessor_id=9345
EPC Green LTD	Assessor	STRA10283	www.epcgreenltd.co.uk	01332 405 261	/index.php?option=com_content&view=article&id=132&assessor_id=9087
Insulated Homes Limited	Assessor	ECMA30034		164724599	/index.php?option=com_content&view=article&id=132&assessor_id=8937
MLCS3	Assessor	STRA10240	www.mlcs3.com	0800 3213982	/index.php?option=com_content&view=article&id=132&assessor_id=9263
Chris Hunter Ltd T/A Energess	Assessor	QUIA00074	www.energess.co.uk	01642 927972	/index.php?option=com_content&view=article&id=132&assessor_id=9079
APEX Green Ltd	Assessor	QUIA00009	www.apexgreen.co.uk	0800 5053236	/index.php?option=com_content&view=article&id=132&assessor_id=8987
Neath Port Talbot County Borough Council	Assessor	EESA12116	www.npt.gov.uk	01639 763288	/index.php?option=com_content&view=article&id=132&assessor_id=9084
Southern Energy Solutions (Property Services) Limited	Assessor	STRA10313	www.sesgroupltd.com	01329 808008	/index.php?option=com_content&view=article&id=132&assessor_id=9020
BMRE Ltd T/A JBM-Services	Assessor	STRA10215	www.jbm-services.co.uk	0333 311 0102	/index.php?option=com_content&view=article&id=132&assessor_id=9284
Everwarm	Assessor	EESA12012	www.everwarmgroup.com	01506 638600	/index.php?option=com_content&view=article&id=132&assessor_id=9230
EAS - Energy Assessors Services Limited	Assessor	EESA12010	www.e-a-s.co.uk	0800 7566831	/index.php?option=com_content&view=article&id=132&assessor_id=9232
Complete Green Solutions Ltd	Assessor	NICA00102	www.completegreensolutions.co.uk	02477 676839	/index.php?option=com_content&view=article&id=132&assessor_id=9168
Green Centric Ltd	Assessor	ECMA30033	www.greencentric.co.uk	01294 231895	/index.php?option=com_content&view=article&id=132&assessor_id=8940
Fusion Eco Group	Assessor	NICA00105		08435 235702	/index.php?option=com_content&view=article&id=132&assessor_id=8970
Hardies LLP t/A Hardies Property & Construction Consultants	Assessor	EESA12080	www.hardies.co.uk	01786 474476	/index.php?option=com_content&view=article&id=132&assessor_id=9191
GM Sales & Marketing Ltd T/A Energy Savings Solutions	Assessor	STRA13585		01314 481043	/index.php?option=com_content&view=article&id=132&assessor_id=8933
Green Deal Way Limited	Assessor	EESA12122		0333 9000423	/index.php?option=com_content&view=article&id=132&assessor_id=9024
Green Hut Energy Ltd	Assessor	ECMA30010	www.greenhutenergy.co.uk	8003689287	/index.php?option=com_content&view=article&id=132&assessor_id=9516
ESH Construction Ltd	Assessor	NAPA21279	www.eshgroup.co.uk	0191 3774570	/index.php?option=com_content&view=article&id=132&assessor_id=9174
Infinite-Energy-UK Ltd	Assessor	STRA10158	www.infiniteenergyuk.com	0800 1931214	/index.php?option=com_content&view=article&id=132&assessor_id=9326
PECT Consultancy Ltd	Assessor	STRA10245	www.pcl-ltd.co.uk	01733 866 446	/index.php?option=com_content&view=article&id=132&assessor_id=9258
West London Energy Assessors	Assessor	BSIA11165		07787 799 282	/index.php?option=com_content&view=article&id=132&assessor_id=9409
Green Energy Initiative Limited	Assessor	STRA10249	www.greendealinitiative.org	0114 2 473085	/index.php?option=com_content&view=article&id=132&assessor_id=9254
Eco Target Ltd	Assessor	STRA10261	www.ecotarget.co.uk	0800 862 0682	/index.php?option=com_content&view=article&id=132&assessor_id=9127
Viridium	Assessor	ECMA30049	www.viridium.org	0151 263 2556	/index.php?option=com_content&view=article&id=132&assessor_id=8918
Mechanical Design Consultancy Ltd	Assessor	EESA12062	www.mdconsultancy.org	07904 351668	/index.php?option=com_content&view=article&id=132&assessor_id=9203
UK Green Deal Network Ltd	Assessor	STRA10217	www.ukgreendealnetwork.co.uk	8003345372	/index.php?option=com_content&view=article&id=132&assessor_id=9283
Identify Energy Solutions	Assessor	QUIA00013	www.identifyenergysolutions.co.uk	01928 508844	/index.php?option=com_content&view=article&id=132&assessor_id=8985
1North Ltd	Assessor	QUIA00023	www.1North.co.uk	0800 0430365	/index.php?option=com_content&view=article&id=132&assessor_id=9008
Green Deal Solutions Ltd	Assessor	STRA10205	www.greendealsolutions.net	0161 335 0800	/index.php?option=com_content&view=article&id=132&assessor_id=9291
Ocean Services Ltd	Assessor	STRA10238	www.oceanhousing.com/	01726 874488	/index.php?option=com_content&view=article&id=132&assessor_id=9264
Greenoke Assessments & Installations Limited	Assessor	ECMA30003	www.greenoke.co.uk	1722439839	/index.php?option=com_content&view=article&id=132&assessor_id=9058
Solarwise Renewables Ltd	Assessor	BSIA12399	www.solarwise-rl.co.uk	02920 885 994	/index.php?option=com_content&view=article&id=132&assessor_id=9408
Complete Certification Ltd	Assessor	STRA10270	www.cc-ltd.co.uk	01159 227 446	/index.php?option=com_content&view=article&id=132&assessor_id=9109
Network Energy Limited	Assessor	STRA10255	www.networkenergyltd.co.uk	02036 895196	/index.php?option=com_content&view=article&id=132&assessor_id=9248
Butterfield Property Maintenance Ltd	Assessor	QUIA00059	www.butterfieldproperty.com	0141 4320237	/index.php?option=com_content&view=article&id=132&assessor_id=8991
E-Co Green	Assessor	STRA10251	www.e-cogreen.co.uk	0333 0881008	/index.php?option=com_content&view=article&id=132&assessor_id=9252
Intenco Surveys Ltd	Assessor	STRA10275	www.intenco.co.uk	01482 390420	/index.php?option=com_content&view=article&id=132&assessor_id=9102
A Deal Greener Ltd.	Assessor	STRA10198	www.adealgreener.com	01159 586 249	/index.php?option=com_content&view=article&id=132&assessor_id=9296
OM2 Solutions Ltd	Assessor	BSIA31648	www.om2solutions.com	0800 069 9040	/index.php?option=com_content&view=article&id=132&assessor_id=9083
Domestic Energy Savers Ltd	Assessor	STRA10243	www.domesticenergysavers.co.uk	07921 635995	/index.php?option=com_content&view=article&id=132&assessor_id=9260
Eco Measure Market Exchange Ltd	Assessor	EESA12119	www.market-eco.co.uk	0161 438 1171	/index.php?option=com_content&view=article&id=132&assessor_id=9053
RE: Structure Limited	Assessor	EESA12084	www.re-structure.co.uk	0191 2840420	/index.php?option=com_content&view=article&id=132&assessor_id=9187
1 A Naismith Energy Assessors	Assessor	ECMA30046	www.iannaismith.com	07711 266558	/index.php?option=com_content&view=article&id=132&assessor_id=8921
GHE Solar Limited	Assessor	EESA12038	www.GHEsolar.co.uk	01635 202612	/index.php?option=com_content&view=article&id=132&assessor_id=9217
Energy Specifics Ltd	Assessor	STRA10073	www.energyspecifics.co.uk	0797 6151612	/index.php?option=com_content&view=article&id=132&assessor_id=9368
Enhance Energy Solutions Ltd	Assessor	ECMA3007	www.enhanceenergy.co.uk	02920 492 479	/index.php?option=com_content&view=article&id=132&assessor_id=8950
Alsecco (U.K.) Limited	Assessor	STRA10281	www.alsecco.co.uk	01785 818998	/index.php?option=com_content&view=article&id=132&assessor_id=9091
Greener Homes 4 You Ltd	Assessor	STRA10177	www.greenerhomes4you.co.uk	0800 644 4414	/index.php?option=com_content&view=article&id=132&assessor_id=9314
Groundwork North Wales	Assessor	STRA10185	www.groundworknorthwales.org.uk	01978 757524	/index.php?option=com_content&view=article&id=132&assessor_id=9308
Eco Deal Limited	Assessor	NAPA20862	www.eco-deal.co.uk	0800 644 0444	/index.php?option=com_content&view=article&id=132&assessor_id=9176
Eco Home Alternatives Ltd	Assessor	STRA10099	www.ecohomealternatives.com	0191 5166722	/index.php?option=com_content&view=article&id=132&assessor_id=9360
Plymouth Drake Consultancy Limited	Assessor	EESA12053	www.plymouthdrakeconsultancy.com	0800 2922321	/index.php?option=com_content&view=article&id=132&assessor_id=9209
G. Purchase Construction Ltd	Assessor	STRA10126	www.purchasegroup.co.uk	01922 407111	/index.php?option=com_content&view=article&id=132&assessor_id=9346
Elevro	Assessor	STRA10288	www.elevro.co.uk	0795 519 5111	/index.php?option=com_content&view=article&id=132&assessor_id=9077
Green Deal Union Ltd	Assessor	EESA12035	www.greendealunion.com	0800 0469190	/index.php?option=com_content&view=article&id=132&assessor_id=9220
Sasie Ltd	Assessor	EESA12110	www.sasie.co.uk	1158842499	/index.php?option=com_content&view=article&id=132&assessor_id=9027
ISO Energy Ltd	Assessor	STRA10170	www.isoenergy.co.uk	01293 821345	/index.php?option=com_content&view=article&id=132&assessor_id=9320
Birchwood Eco Heating Ltd	Assessor	STRA10253	wwww.birchwoodecoheating.com	07968 790043	/index.php?option=com_content&view=article&id=132&assessor_id=9250
All Renewable Energy Limited	Assessor	NAPA14015	www.allrenewableenergy.co.uk	01738 248161	/index.php?option=com_content&view=article&id=132&assessor_id=9169
Idea Energy Surveys Limited	Assessor	BSIA20466	www.ideaenergysurveys.co.uk	01325 352221	/index.php?option=com_content&view=article&id=132&assessor_id=9405
Ramstein Gold	Assessor	EESA12123	www.ramsteingold.com	0208 900 8400	/index.php?option=com_content&view=article&id=132&assessor_id=9019
E.ON UK PLC	Assessor	BSIA02238	www.eonenergy.com	0330 400 1187	/index.php?option=com_content&view=article&id=132&assessor_id=9414
SIG Energy Ltd	Assessor	STRA10305	www.sigenergyuk.com	08005 404303	/index.php?option=com_content&view=article&id=132&assessor_id=9041
Eclipse Renewable Energy Ltd	Assessor	STRA10212	www.eclipseenergy.co.uk	01422 352485	/index.php?option=com_content&view=article&id=132&assessor_id=9286
Enhance Energy Solutions Ltd	Assessor	QUIA00039	www.enhanceenergy.co.uk	01792 650001	/index.php?option=com_content&view=article&id=132&assessor_id=8980
Energy Efficiency Surveys Nationwide Ltd	Assessor	QUIA00070	www.eesurveys.org.uk	0800 2061310	/index.php?option=com_content&view=article&id=132&assessor_id=9118
Ashfield District Council	Assessor	NICA00115		01623 457363	/index.php?option=com_content&view=article&id=132&assessor_id=9164
The Green Deal Assessment Company Kent Ltd T/A Green Deal Assessments Kent	Assessor	STRA10153	www.gda-kent.co.uk	01233 720437	/index.php?option=com_content&view=article&id=132&assessor_id=9329
Rejuicing Ltd T/A Regional Buildings Assessments (RBA)	Assessor	NAPA24188	www.buildingsassessments.co.uk	01254 604682	/index.php?option=com_content&view=article&id=132&assessor_id=9170
Green Deal Advisor Association	Assessor	BREA00001	www.GDAA.org.uk	01778 394188	/index.php?option=com_content&view=article&id=132&assessor_id=9431
Remison Facilities Services	Assessor	QUIA00044		01277 424060	/index.php?option=com_content&view=article&id=132&assessor_id=9000
DHS Energy Ltd	Assessor	QUIA00050	www.dhsgroup.co.uk	01416 372 299	/index.php?option=com_content&view=article&id=132&assessor_id=8976
RFS (Remison Facilities Services Ltd)	Assessor	STRA10282	www.remisonfs.co.uk	07977 669922	/index.php?option=com_content&view=article&id=132&assessor_id=9088
City Energy South Wales Ltd	Assessor	ECMA30059		2920499183	/index.php?option=com_content&view=article&id=132&assessor_id=9560
Warmworks LLP	Assessor	EESA12127	www.warmworks.co.uk	0131 555 7845	/index.php?option=com_content&view=article&id=132&assessor_id=8931
Pennington Choices Ltd	Assessor	EESA12051	www.pennington.org.uk	01928 568842	/index.php?option=com_content&view=article&id=132&assessor_id=9210
LVAS Consulting Ltd	Assessor	QUIA00005	www.lvasconsulting.co.uk	0800 612 5831	/index.php?option=com_content&view=article&id=132&assessor_id=8989
Shelter 4 Green Deal	Assessor	QUIA00035	www.shelter4greendeal.co.uk	02071 129030	/index.php?option=com_content&view=article&id=132&assessor_id=9152
Ellipse Energy Limited	Assessor	STRA10102	www.ellipseenergy.co.uk	0116 402 7958	/index.php?option=com_content&view=article&id=132&assessor_id=9357
First Property Services Ltd	Assessor	ECMA30031	www.firstpropertyservices.co.uk	1782610546	/index.php?option=com_content&view=article&id=132&assessor_id=8941
